//█████████████████████████████████████████████████████████████████████████████
// +.'미인식 문자치환
//█████████████████████████████████████████████████████████████████████████████

//반각 가타카나 <SkipLayer 11100110>
Ｇ	G	11100130	0
Ｈ	H	11100130	0
Ｉ	I	11100130	0
Ｊ	J	11100130	0
Ｋ	K	11100130	0
Ｌ	L	11100130	0
Ｍ	M	11100130	0
Ｎ	N	11100130	0
Ｏ	O	11100130	0
Ｐ	P	11100130	0
Ｑ	Q	11100130	0
Ｒ	R	11100130	0
Ｓ	S	11100130	0
Ｔ	T	11100130	0
Ｕ	U	11100130	0
Ｖ	V	11100130	0
Ｗ	W	11100130	0
Ｘ	X	11100130	0
Ｙ	Y	11100130	0
Ｚ	Z	11100130	0
ａ	a	11100130	0
ｂ	b	11100130	0
ｃ	c	11100130	0
ｄ	d	11100130	0
ｅ	e	11100130	0
ｆ	f	11100130	0
ｇ	g	11100130	0
ｈ	h	11100130	0
ｉ	i	11100130	0
ｊ	j	11100130	0
ｋ	k	11100130	0
ｌ	l	11100130	0
ｍ	m	11100130	0
ｎ	n	11100130	0
ｏ	o	11100130	0
ｐ	p	11100130	0
ｑ	q	11100130	0
ｒ	r	11100130	0
ｓ	s	11100130	0
ｔ	t	11100130	0
ｕ	u	11100130	0
ｖ	v	11100130	0
ｗ	w	11100130	0
ｘ	x	11100130	0
ｙ	y	11100130	0
ｚ	z	11100130	0

//숫자
０	0	11100150	0
１	1	11100150	0
２	2	11100150	0
３	3	11100150	0
４	4	11100150	0
５	5	11100150	0
６	6	11100150	0
７	7	11100150	0
８	8	11100150	0
９	9	11100150	0

//미인식 한자 변환
噲	噌	11100200	0
零	零	11100200	0
參	参	11100200	0
飮	飲	11100200	0
降	降	11100200	0
金	金	11100200	0
觸	触	11100200	0
斷	断	11100200	0
敎	教	11100200	0
寬	寛	11100200	0
屆	届	11100200	0
戰	戦	11100200	0
郞	郎	11100200	0
拔	抜	11100200	0
乘	乗	11100200	0
應	応	11100200	0
寢	寝	11100200	0
离	離	11100200	0
歲	歳	11100200	0
滿	満	11100200	0
搖	揺	11100200	0
盜	盗	11100200	0
拔	抜	11100200	0
淸	清	11100200	0
潛	潜	11100200	0
选	選	11100200	0
摑	掴	11100200	0
顺	順	11100200	0
结	結	11100200	0
梦	夢	11100200	0
监	監	11100200	0
辉	輝	11100200	0
优	優	11100200	0
卷	巻	11100200	0
见	見	11100200	0
罗	羅	11100200	0
燒	焼	11100200	0
络	絡	11100200	0
场	場	11100200	0
现	現	11100200	0
轮	輪	11100200	0
记	記	11100200	0
忆	憶	11100200	0
间	間	11100200	0
剧	劇	11100200	0
顷	頃	11100200	0
纯	純	11100200	0
头	頭	11100200	0
饮	飲	11100200	0
编	編	11100200	0
业	業	11100200	0
时	時	11100200	0
剎	刹	11100200	0
长	長	11100200	0
谁	誰	11100200	0
狹	狭	11100200	0
橫	横	11100200	0
爭	争	11100200	0
不	不	11100200	0
戱	戯	11100200	0
搔	掻	11100200	0
奧	奥	11100200	0
负	負	11100200	0
见	見	11100200	0
列	列	11100200	0
嚙	噛	11100200	0
內	内	11100200	0
神	神	11100200	0
樂	楽	11100200	0
囊	袋	11100200	0	//囊를 전혀 인식못함. 袋로 대충 통할 듯. (氷囊。氷袋)
剝	剥	11100200	0	//剝く。
覘(?=[かきくけこい])	覗	11100200	1	//覘く
//嚙	噛	11100200	0	//한자 음독 오류 있음
//暲子	晶子	11100200	0	//"아키코" : 暲을 전혀 인식하지 못함.







//█████████████████████████████████████████████████████████████████████████████
// +.'한글 치환
//█████████████████████████████████████████████████████████████████████████████
// ------------------------------------------------------------------
//자음
//гджзийклпфцчшщъыэюё
//ㄱㄲㄴㄷㄸㄹㅁㅂㅃㅅㅆㅇㅈㅉㅊㅋㅌㅍㅎ
//두번째 영문값 : 모음
//ㅏㅐㅑㅒㅓㅔㅕㅖㅗㅘㅙㅚㅛㅜㅝㅞㅟㅠㅡㅢㅣ
// a b c d e f g h i j k l m n o p q r s t u
//세번째 영문값 : 받침
//　ㄱㄲㄳㄴㄵㄶㄷㄹㄺㄻㄼㄽㄾㄿㅀㅁㅂㅄㅅㅆㅇㅈㅊㅋㅌㅍㅎ
//ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸＹＺ 0 1
//ex) [г-ё].I → 모른 ㄹ받침 문자를 검출
// ------------------------------------------------------------------
가	гaA	29999010	0
각	гaB	29999010	0
간	гaE	29999010	0
갇	гaH	29999010	0
갈	гaI	29999010	0
갉	гaJ	29999010	0
갊	гaK	29999010	0
감	гaQ	29999010	0
갑	гaR	29999010	0
값	гaS	29999010	0
갓	гaT	29999010	0
갔	гaU	29999010	0
강	гaV	29999010	0
갖	гaW	29999010	0
갗	гaX	29999010	0
같	гaZ	29999010	0
갚	гa0	29999010	0
갛	гa1	29999010	0
개	гbA	29999010	0
객	гbB	29999010	0
갠	гbE	29999010	0
갤	гbI	29999010	0
갬	гbQ	29999010	0
갭	гbR	29999010	0
갯	гbT	29999010	0
갰	гbU	29999010	0
갱	гbV	29999010	0
갸	гcA	29999010	0
갹	гcB	29999010	0
갼	гcE	29999010	0
걀	гcI	29999010	0
걋	гcT	29999010	0
걍	гcV	29999010	0
걔	гdA	29999010	0
걘	гdE	29999010	0
걜	гdI	29999010	0
거	гeA	29999010	0
걱	гeB	29999010	0
건	гeE	29999010	0
걷	гeH	29999010	0
걸	гeI	29999010	0
걺	гeK	29999010	0
검	гeQ	29999010	0
겁	гeR	29999010	0
것	гeT	29999010	0
겄	гeU	29999010	0
겅	гeV	29999010	0
겆	гeW	29999010	0
겉	гeZ	29999010	0
겊	гe0	29999010	0
겋	гe1	29999010	0
게	гfA	29999010	0
겍	гfB	29999010	0
겐	гfE	29999010	0
겔	гfI	29999010	0
겜	гfQ	29999010	0
겝	гfR	29999010	0
겟	гfT	29999010	0
겠	гfU	29999010	0
겡	гfV	29999010	0
겨	гgA	29999010	0
격	гgB	29999010	0
겪	гgC	29999010	0
견	гgE	29999010	0
겯	гgH	29999010	0
결	гgI	29999010	0
겸	гgQ	29999010	0
겹	гgR	29999010	0
겻	гgT	29999010	0
겼	гgU	29999010	0
경	гgV	29999010	0
곁	гgZ	29999010	0
계	гhA	29999010	0
곈	гhE	29999010	0
곌	гhI	29999010	0
곕	гhR	29999010	0
곗	гhT	29999010	0
고	гiA	29999010	0
곡	гiB	29999010	0
곤	гiE	29999010	0
곧	гiH	29999010	0
골	гiI	29999010	0
곪	гiK	29999010	0
곬	гiM	29999010	0
곯	гiP	29999010	0
곰	гiQ	29999010	0
곱	гiR	29999010	0
곳	гiT	29999010	0
공	гiV	29999010	0
곶	гiW	29999010	0
과	гjA	29999010	0
곽	гjB	29999010	0
관	гjE	29999010	0
괄	гjI	29999010	0
괆	гjK	29999010	0
괌	гjQ	29999010	0
괍	гjR	29999010	0
괏	гjT	29999010	0
광	гjV	29999010	0
괘	гkA	29999010	0
괜	гkE	29999010	0
괠	гkI	29999010	0
괨	гkQ	29999010	0
괬	гkU	29999010	0
괭	гkV	29999010	0
괴	гlA	29999010	0
괵	гlB	29999010	0
괸	гlE	29999010	0
괼	гlI	29999010	0
굄	гlQ	29999010	0
굅	гlR	29999010	0
굇	гlT	29999010	0
굉	гlV	29999010	0
교	гmA	29999010	0
굔	гmE	29999010	0
굘	гmI	29999010	0
굡	гmR	29999010	0
굣	гmT	29999010	0
구	гnA	29999010	0
국	гnB	29999010	0
군	гnE	29999010	0
굳	гnH	29999010	0
굴	гnI	29999010	0
굵	гnJ	29999010	0
굶	гnK	29999010	0
굻	гnP	29999010	0
굼	гnQ	29999010	0
굽	гnR	29999010	0
굿	гnT	29999010	0
궁	гnV	29999010	0
궂	гnW	29999010	0
궈	гoA	29999010	0
궉	гoB	29999010	0
권	гoE	29999010	0
궐	гoI	29999010	0
궜	гoU	29999010	0
궝	гoV	29999010	0
궤	гpA	29999010	0
궷	гpT	29999010	0
귀	гqA	29999010	0
귁	гqB	29999010	0
귄	гqE	29999010	0
귈	гqI	29999010	0
귐	гqQ	29999010	0
귑	гqR	29999010	0
귓	гqT	29999010	0
규	гrA	29999010	0
균	гrE	29999010	0
귤	гrI	29999010	0
귯	гrT	29999010	0
귱	гrV	29999010	0
그	гsA	29999010	0
극	гsB	29999010	0
근	гsE	29999010	0
귿	гsH	29999010	0
글	гsI	29999010	0
긁	гsJ	29999010	0
금	гsQ	29999010	0
급	гsR	29999010	0
긋	гsT	29999010	0
긍	гsV	29999010	0
긔	гtA	29999010	0
기	гuA	29999010	0
긱	гuB	29999010	0
긴	гuE	29999010	0
긷	гuH	29999010	0
길	гuI	29999010	0
긺	гuK	29999010	0
김	гuQ	29999010	0
깁	гuR	29999010	0
깃	гuT	29999010	0
깅	гuV	29999010	0
깆	гuW	29999010	0
깊	гu0	29999010	0
까	дaA	29999020	0
깍	дaB	29999020	0
깎	дaC	29999020	0
깐	дaE	29999020	0
깔	дaI	29999020	0
깖	дaK	29999020	0
깜	дaQ	29999020	0
깝	дaR	29999020	0
깟	дaT	29999020	0
깠	дaU	29999020	0
깡	дaV	29999020	0
깥	дaZ	29999020	0
깨	дbA	29999020	0
깩	дbB	29999020	0
깬	дbE	29999020	0
깰	дbI	29999020	0
깸	дbQ	29999020	0
깹	дbR	29999020	0
깻	дbT	29999020	0
깼	дbU	29999020	0
깽	дbV	29999020	0
꺄	дcA	29999020	0
꺅	дcB	29999020	0
꺌	дcI	29999020	0
꺗	дcT	29999020	0
꺼	дeA	29999020	0
꺽	дeB	29999020	0
꺾	дeC	29999020	0
껀	дeE	29999020	0
껄	дeI	29999020	0
껌	дeQ	29999020	0
껍	дeR	29999020	0
껏	дeT	29999020	0
껐	дeU	29999020	0
껑	дeV	29999020	0
께	дfA	29999020	0
껙	дfB	29999020	0
껜	дfE	29999020	0
껨	дfQ	29999020	0
껫	дfT	29999020	0
껭	дfV	29999020	0
껴	дgA	29999020	0
껸	дgE	29999020	0
껼	дgI	29999020	0
꼇	дgT	29999020	0
꼈	дgU	29999020	0
꼍	дgZ	29999020	0
꼐	дhA	29999020	0
꼬	дiA	29999020	0
꼭	дiB	29999020	0
꼰	дiE	29999020	0
꼲	дiG	29999020	0
꼴	дiI	29999020	0
꼼	дiQ	29999020	0
꼽	дiR	29999020	0
꼿	дiT	29999020	0
꽁	дiV	29999020	0
꽂	дiW	29999020	0
꽃	дiX	29999020	0
꽈	дjA	29999020	0
꽉	дjB	29999020	0
꽐	дjI	29999020	0
꽜	дjU	29999020	0
꽝	дjV	29999020	0
꽤	дkA	29999020	0
꽥	дkB	29999020	0
꽹	дkV	29999020	0
꾀	дlA	29999020	0
꾄	дlE	29999020	0
꾈	дlI	29999020	0
꾐	дlQ	29999020	0
꾑	дlR	29999020	0
꾕	дlV	29999020	0
꾜	дmA	29999020	0
꾸	дnA	29999020	0
꾹	дnB	29999020	0
꾼	дnE	29999020	0
꿀	дnI	29999020	0
꿇	дnP	29999020	0
꿈	дnQ	29999020	0
꿉	дnR	29999020	0
꿋	дnT	29999020	0
꿍	дnV	29999020	0
꿎	дnW	29999020	0
꿔	дoA	29999020	0
꿜	дoI	29999020	0
꿨	дoU	29999020	0
꿩	дoV	29999020	0
꿰	дpA	29999020	0
꿱	дpB	29999020	0
꿴	дpE	29999020	0
꿸	дpI	29999020	0
뀀	дpQ	29999020	0
뀁	дpR	29999020	0
뀄	дpU	29999020	0
뀌	дqA	29999020	0
뀐	дqE	29999020	0
뀔	дqI	29999020	0
뀜	дqQ	29999020	0
뀝	дqR	29999020	0
뀨	дrA	29999020	0
뀮	дrG	29999020	0
뀱	дrJ	29999020	0
끄	дsA	29999020	0
끅	дsB	29999020	0
끈	дsE	29999020	0
끊	дsG	29999020	0
끌	дsI	29999020	0
끎	дsK	29999020	0
끓	дsP	29999020	0
끔	дsQ	29999020	0
끕	дsR	29999020	0
끗	дsT	29999020	0
끙	дsV	29999020	0
끝	дsZ	29999020	0
끼	дuA	29999020	0
끽	дuB	29999020	0
낀	дuE	29999020	0
낄	дuI	29999020	0
낌	дuQ	29999020	0
낍	дuR	29999020	0
낏	дuT	29999020	0
낑	дuV	29999020	0
나	жaA	29999030	0
낙	жaB	29999030	0
낚	жaC	29999030	0
난	жaE	29999030	0
낟	жaH	29999030	0
날	жaI	29999030	0
낡	жaJ	29999030	0
낢	жaK	29999030	0
남	жaQ	29999030	0
납	жaR	29999030	0
낫	жaT	29999030	0
났	жaU	29999030	0
낭	жaV	29999030	0
낮	жaW	29999030	0
낯	жaX	29999030	0
낱	жaZ	29999030	0
낳	жa1	29999030	0
내	жbA	29999030	0
낵	жbB	29999030	0
낸	жbE	29999030	0
낼	жbI	29999030	0
냄	жbQ	29999030	0
냅	жbR	29999030	0
냇	жbT	29999030	0
냈	жbU	29999030	0
냉	жbV	29999030	0
냐	жcA	29999030	0
냑	жcB	29999030	0
냔	жcE	29999030	0
냘	жcI	29999030	0
냠	жcQ	29999030	0
냣	жcT	29999030	0
냥	жcV	29999030	0
너	жeA	29999030	0
넉	жeB	29999030	0
넋	жeD	29999030	0
넌	жeE	29999030	0
널	жeI	29999030	0
넒	жeK	29999030	0
넓	жeL	29999030	0
넘	жeQ	29999030	0
넙	жeR	29999030	0
넛	жeT	29999030	0
넜	жeU	29999030	0
넝	жeV	29999030	0
넣	жe1	29999030	0
네	жfA	29999030	0
넥	жfB	29999030	0
넨	жfE	29999030	0
넬	жfI	29999030	0
넴	жfQ	29999030	0
넵	жfR	29999030	0
넷	жfT	29999030	0
넸	жfU	29999030	0
넹	жfV	29999030	0
녀	жgA	29999030	0
녁	жgB	29999030	0
년	жgE	29999030	0
녈	жgI	29999030	0
념	жgQ	29999030	0
녑	жgR	29999030	0
녔	жgU	29999030	0
녕	жgV	29999030	0
녘	жgY	29999030	0
녜	жhA	29999030	0
녠	жhE	29999030	0
노	жiA	29999030	0
녹	жiB	29999030	0
논	жiE	29999030	0
놀	жiI	29999030	0
놂	жiK	29999030	0
놈	жiQ	29999030	0
놉	жiR	29999030	0
놋	жiT	29999030	0
농	жiV	29999030	0
높	жi0	29999030	0
놓	жi1	29999030	0
놔	жjA	29999030	0
놘	жjE	29999030	0
놜	жjI	29999030	0
놨	жjU	29999030	0
뇌	жlA	29999030	0
뇐	жlE	29999030	0
뇔	жlI	29999030	0
뇜	жlQ	29999030	0
뇝	жlR	29999030	0
뇟	жlT	29999030	0
뇨	жmA	29999030	0
뇩	жmB	29999030	0
뇬	жmE	29999030	0
뇰	жmI	29999030	0
뇹	жmR	29999030	0
뇻	жmT	29999030	0
뇽	жmV	29999030	0
누	жnA	29999030	0
눅	жnB	29999030	0
눈	жnE	29999030	0
눋	жnH	29999030	0
눌	жnI	29999030	0
눔	жnQ	29999030	0
눕	жnR	29999030	0
눗	жnT	29999030	0
눙	жnV	29999030	0
눠	жoA	29999030	0
눴	жoU	29999030	0
눼	жpA	29999030	0
뉘	жqA	29999030	0
뉜	жqE	29999030	0
뉠	жqI	29999030	0
뉨	жqQ	29999030	0
뉩	жqR	29999030	0
뉴	жrA	29999030	0
뉵	жrB	29999030	0
뉼	жrI	29999030	0
늄	жrQ	29999030	0
늅	жrR	29999030	0
늇	жrT	29999030	0
늉	жrV	29999030	0
느	жsA	29999030	0
늑	жsB	29999030	0
는	жsE	29999030	0
늘	жsI	29999030	0
늙	жsJ	29999030	0
늚	жsK	29999030	0
늠	жsQ	29999030	0
늡	жsR	29999030	0
늣	жsT	29999030	0
능	жsV	29999030	0
늦	жsW	29999030	0
늪	жs0	29999030	0
늬	жtA	29999030	0
늰	жtE	29999030	0
늴	жtI	29999030	0
니	жuA	29999030	0
닉	жuB	29999030	0
닌	жuE	29999030	0
닐	жuI	29999030	0
닖	жuO	29999030	0
님	жuQ	29999030	0
닙	жuR	29999030	0
닛	жuT	29999030	0
닝	жuV	29999030	0
닢	жu0	29999030	0
다	зaA	29999040	0
닥	зaB	29999040	0
닦	зaC	29999040	0
단	зaE	29999040	0
닫	зaH	29999040	0
달	зaI	29999040	0
닭	зaJ	29999040	0
닮	зaK	29999040	0
닯	зaL	29999040	0
닳	зaP	29999040	0
담	зaQ	29999040	0
답	зaR	29999040	0
닷	зaT	29999040	0
닸	зaU	29999040	0
당	зaV	29999040	0
닺	зaW	29999040	0
닻	зaX	29999040	0
닿	зa1	29999040	0
대	зbA	29999040	0
댁	зbB	29999040	0
댄	зbE	29999040	0
댈	зbI	29999040	0
댐	зbQ	29999040	0
댑	зbR	29999040	0
댓	зbT	29999040	0
댔	зbU	29999040	0
댕	зbV	29999040	0
댜	зcA	29999040	0
더	зeA	29999040	0
덕	зeB	29999040	0
덖	зeC	29999040	0
던	зeE	29999040	0
덛	зeH	29999040	0
덜	зeI	29999040	0
덞	зeK	29999040	0
덟	зeL	29999040	0
덤	зeQ	29999040	0
덥	зeR	29999040	0
덧	зeT	29999040	0
덩	зeV	29999040	0
덫	зeX	29999040	0
덮	зe0	29999040	0
데	зfA	29999040	0
덱	зfB	29999040	0
덴	зfE	29999040	0
델	зfI	29999040	0
뎀	зfQ	29999040	0
뎁	зfR	29999040	0
뎃	зfT	29999040	0
뎄	зfU	29999040	0
뎅	зfV	29999040	0
뎌	зgA	29999040	0
뎐	зgE	29999040	0
뎔	зgI	29999040	0
뎠	зgU	29999040	0
뎡	зgV	29999040	0
뎨	зhA	29999040	0
뎬	зhE	29999040	0
도	зiA	29999040	0
독	зiB	29999040	0
돈	зiE	29999040	0
돋	зiH	29999040	0
돌	зiI	29999040	0
돎	зiK	29999040	0
돐	зiM	29999040	0
돔	зiQ	29999040	0
돕	зiR	29999040	0
돗	зiT	29999040	0
동	зiV	29999040	0
돛	зiX	29999040	0
돝	зiZ	29999040	0
돠	зjA	29999040	0
돤	зjE	29999040	0
돨	зjI	29999040	0
돼	зkA	29999040	0
됏	зkT	29999040	0
됐	зkU	29999040	0
됑	зkV	29999040	0
되	зlA	29999040	0
된	зlE	29999040	0
될	зlI	29999040	0
됨	зlQ	29999040	0
됩	зlR	29999040	0
됫	зlT	29999040	0
됴	зmA	29999040	0
두	зnA	29999040	0
둑	зnB	29999040	0
둔	зnE	29999040	0
둘	зnI	29999040	0
둠	зnQ	29999040	0
둡	зnR	29999040	0
둣	зnT	29999040	0
둥	зnV	29999040	0
둬	зoA	29999040	0
뒀	зoU	29999040	0
뒈	зpA	29999040	0
뒝	зpV	29999040	0
뒤	зqA	29999040	0
뒨	зqE	29999040	0
뒬	зqI	29999040	0
뒵	зqR	29999040	0
뒷	зqT	29999040	0
뒹	зqV	29999040	0
듀	зrA	29999040	0
듄	зrE	29999040	0
듈	зrI	29999040	0
듐	зrQ	29999040	0
듕	зrV	29999040	0
드	зsA	29999040	0
득	зsB	29999040	0
든	зsE	29999040	0
듣	зsH	29999040	0
들	зsI	29999040	0
듦	зsK	29999040	0
듬	зsQ	29999040	0
듭	зsR	29999040	0
듯	зsT	29999040	0
등	зsV	29999040	0
듸	зtA	29999040	0
디	зuA	29999040	0
딕	зuB	29999040	0
딘	зuE	29999040	0
딛	зuH	29999040	0
딜	зuI	29999040	0
딤	зuQ	29999040	0
딥	зuR	29999040	0
딧	зuT	29999040	0
딨	зuU	29999040	0
딩	зuV	29999040	0
딪	зuW	29999040	0
따	иaA	29999050	0
딱	иaB	29999050	0
딴	иaE	29999050	0
딸	иaI	29999050	0
땀	иaQ	29999050	0
땁	иaR	29999050	0
땃	иaT	29999050	0
땄	иaU	29999050	0
땅	иaV	29999050	0
땋	иa1	29999050	0
때	иbA	29999050	0
땍	иbB	29999050	0
땐	иbE	29999050	0
땔	иbI	29999050	0
땜	иbQ	29999050	0
땝	иbR	29999050	0
땟	иbT	29999050	0
땠	иbU	29999050	0
땡	иbV	29999050	0
떠	иeA	29999050	0
떡	иeB	29999050	0
떤	иeE	29999050	0
떨	иeI	29999050	0
떪	иeK	29999050	0
떫	иeL	29999050	0
떰	иeQ	29999050	0
떱	иeR	29999050	0
떳	иeT	29999050	0
떴	иeU	29999050	0
떵	иeV	29999050	0
떻	иe1	29999050	0
떼	иfA	29999050	0
떽	иfB	29999050	0
뗀	иfE	29999050	0
뗄	иfI	29999050	0
뗌	иfQ	29999050	0
뗍	иfR	29999050	0
뗏	иfT	29999050	0
뗐	иfU	29999050	0
뗑	иfV	29999050	0
뗘	иgA	29999050	0
뗬	иgU	29999050	0
또	иiA	29999050	0
똑	иiB	29999050	0
똔	иiE	29999050	0
똘	иiI	29999050	0
똥	иiV	29999050	0
똬	иjA	29999050	0
똴	иjI	29999050	0
뙈	иkA	29999050	0
뙤	иlA	29999050	0
뙨	иlE	29999050	0
뚜	иnA	29999050	0
뚝	иnB	29999050	0
뚠	иnE	29999050	0
뚤	иnI	29999050	0
뚫	иnP	29999050	0
뚬	иnQ	29999050	0
뚱	иnV	29999050	0
뛔	иpA	29999050	0
뛰	иqA	29999050	0
뛴	иqE	29999050	0
뛸	иqI	29999050	0
뜀	иqQ	29999050	0
뜁	иqR	29999050	0
뜅	иqV	29999050	0
뜨	иsA	29999050	0
뜩	иsB	29999050	0
뜬	иsE	29999050	0
뜯	иsH	29999050	0
뜰	иsI	29999050	0
뜸	иsQ	29999050	0
뜹	иsR	29999050	0
뜻	иsT	29999050	0
띄	иtA	29999050	0
띈	иtE	29999050	0
띌	иtI	29999050	0
띔	иtQ	29999050	0
띕	иtR	29999050	0
띠	иuA	29999050	0
띤	иuE	29999050	0
띨	иuI	29999050	0
띰	иuQ	29999050	0
띱	иuR	29999050	0
띳	иuT	29999050	0
띵	иuV	29999050	0
라	йaA	29999060	0
락	йaB	29999060	0
란	йaE	29999060	0
랄	йaI	29999060	0
람	йaQ	29999060	0
랍	йaR	29999060	0
랏	йaT	29999060	0
랐	йaU	29999060	0
랑	йaV	29999060	0
랒	йaW	29999060	0
랖	йa0	29999060	0
랗	йa1	29999060	0
래	йbA	29999060	0
랙	йbB	29999060	0
랜	йbE	29999060	0
랠	йbI	29999060	0
램	йbQ	29999060	0
랩	йbR	29999060	0
랫	йbT	29999060	0
랬	йbU	29999060	0
랭	йbV	29999060	0
랴	йcA	29999060	0
략	йcB	29999060	0
랸	йcE	29999060	0
럇	йcT	29999060	0
량	йcV	29999060	0
러	йeA	29999060	0
럭	йeB	29999060	0
런	йeE	29999060	0
럴	йeI	29999060	0
럼	йeQ	29999060	0
럽	йeR	29999060	0
럿	йeT	29999060	0
렀	йeU	29999060	0
렁	йeV	29999060	0
렇	йe1	29999060	0
레	йfA	29999060	0
렉	йfB	29999060	0
렌	йfE	29999060	0
렐	йfI	29999060	0
렘	йfQ	29999060	0
렙	йfR	29999060	0
렛	йfT	29999060	0
렝	йfV	29999060	0
려	йgA	29999060	0
력	йgB	29999060	0
련	йgE	29999060	0
렬	йgI	29999060	0
렴	йgQ	29999060	0
렵	йgR	29999060	0
렷	йgT	29999060	0
렸	йgU	29999060	0
령	йgV	29999060	0
례	йhA	29999060	0
롄	йhE	29999060	0
롑	йhR	29999060	0
롓	йhT	29999060	0
로	йiA	29999060	0
록	йiB	29999060	0
론	йiE	29999060	0
롤	йiI	29999060	0
롬	йiQ	29999060	0
롭	йiR	29999060	0
롯	йiT	29999060	0
롱	йiV	29999060	0
롸	йjA	29999060	0
롼	йjE	29999060	0
뢋	йjT	29999060	0
뢍	йjV	29999060	0
뢨	йkU	29999060	0
뢰	йlA	29999060	0
뢴	йlE	29999060	0
뢸	йlI	29999060	0
룀	йlQ	29999060	0
룁	йlR	29999060	0
룃	йlT	29999060	0
룅	йlV	29999060	0
료	йmA	29999060	0
룐	йmE	29999060	0
룔	йmI	29999060	0
룝	йmR	29999060	0
룟	йmT	29999060	0
룡	йmV	29999060	0
루	йnA	29999060	0
룩	йnB	29999060	0
룬	йnE	29999060	0
룰	йnI	29999060	0
룸	йnQ	29999060	0
룹	йnR	29999060	0
룻	йnT	29999060	0
룽	йnV	29999060	0
뤄	йoA	29999060	0
뤘	йoU	29999060	0
뤠	йpA	29999060	0
뤼	йqA	29999060	0
뤽	йqB	29999060	0
륀	йqE	29999060	0
륄	йqI	29999060	0
륌	йqQ	29999060	0
륏	йqT	29999060	0
륑	йqV	29999060	0
류	йrA	29999060	0
륙	йrB	29999060	0
륜	йrE	29999060	0
률	йrI	29999060	0
륨	йrQ	29999060	0
륩	йrR	29999060	0
륫	йrT	29999060	0
륭	йrV	29999060	0
르	йsA	29999060	0
륵	йsB	29999060	0
른	йsE	29999060	0
를	йsI	29999060	0
름	йsQ	29999060	0
릅	йsR	29999060	0
릇	йsT	29999060	0
릉	йsV	29999060	0
릊	йsW	29999060	0
릍	йsZ	29999060	0
릎	йs0	29999060	0
리	йuA	29999060	0
릭	йuB	29999060	0
린	йuE	29999060	0
릴	йuI	29999060	0
림	йuQ	29999060	0
